image_id;irma_code;05_class;05_irma_code_submask;06_class;06_irma_code;07_irma_code;08_irma_code
371550;1121-120-310-700;10;11-1-31-7;9;1121-120-310-700;1121-120-310-700;1121-120-310-700
371551;1121-120-310-700;10;11-1-31-7;9;1121-120-310-700;1121-120-310-700;1121-120-310-700
371552;1121-120-310-700;10;11-1-31-7;9;1121-120-310-700;1121-120-310-700;1121-120-310-700
371553;1121-120-310-700;10;11-1-31-7;9;1121-120-310-700;1121-120-310-700;1121-120-310-700
371554;1121-120-310-700;10;11-1-31-7;9;1121-120-310-700;1121-120-310-700;1121-120-310-700
371555;1121-120-310-700;10;11-1-31-7;9;1121-120-310-700;1121-120-310-700;1121-120-310-700
371556;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371557;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371558;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371559;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371560;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371561;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371562;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371563;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371564;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371565;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371566;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371567;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371568;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371569;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371570;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371571;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371572;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371573;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371574;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371575;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371576;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371577;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371578;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371579;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371580;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371581;1121-228-310-700;11;11-2-31-7;115;1121-228-310-700;1121-228-310-700;1121-228-310-700
371582;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371583;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371584;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371585;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371586;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371587;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371588;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371589;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371590;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371591;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371593;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371594;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371595;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371596;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371597;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371598;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371599;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371600;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371601;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371602;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371603;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371605;1121-229-310-700;11;11-2-31-7;109;1121-229-310-700;1121-229-310-700;1121-229-310-700
371606;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371607;1121-210-310-700;11;11-2-31-7;16;1121-210-310-700;1121-210-310-700;1121-210-310-700
371608;1121-220-310-700;11;11-2-31-7;32;1121-220-310-700;1121-220-310-700;1121-220-310-700
371609;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
371610;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
371611;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
371612;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
371613;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
371614;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
371615;1121-210-330-700;7;11-2-33-7;8;1121-210-330-700;1121-210-330-700;1121-210-330-700
371618;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371619;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371620;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371622;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371623;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371624;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371625;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371626;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371627;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371628;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371629;1121-110-411-700;3;11-1-41-7;11;1121-110-411-700;1121-110-411-700;1121-110-411-700
371630;1121-200-411-700;19;11-2-41-7;13;1121-200-411-700;1121-200-411-700;1121-200-411-700
371631;1121-200-411-700;19;11-2-41-7;13;1121-200-411-700;1121-200-411-700;1121-200-411-700
371632;1121-200-411-700;19;11-2-41-7;13;1121-200-411-700;1121-200-411-700;1121-200-411-700
371633;1121-200-411-700;19;11-2-41-7;13;1121-200-411-700;1121-200-411-700;1121-200-411-700
371634;1121-200-411-700;19;11-2-41-7;13;1121-200-411-700;1121-200-411-700;1121-200-411-700
371635;1121-200-411-700;19;11-2-41-7;13;1121-200-411-700;1121-200-411-700;1121-200-411-700
371636;1121-200-411-700;19;11-2-41-7;13;1121-200-411-700;1121-200-411-700;1121-200-411-700
371637;1121-240-413-700;19;11-2-41-7;79;1121-240-413-700;1121-240-413-700;1121-240-413-700
371638;1121-240-421-700;24;11-2-42-7;43;1121-240-421-700;1121-240-421-700;1121-240-421-700
371639;1121-240-421-700;24;11-2-42-7;43;1121-240-421-700;1121-240-421-700;1121-240-421-700
371640;1121-110-414-700;3;11-1-41-7;5;1121-110-414-700;1121-110-414-700;1121-110-414-700
371641;1121-110-414-700;3;11-1-41-7;5;1121-110-414-700;1121-110-414-700;1121-110-414-700
371642;1121-110-414-700;3;11-1-41-7;5;1121-110-414-700;1121-110-414-700;1121-110-414-700
371643;1121-110-414-700;3;11-1-41-7;5;1121-110-414-700;1121-110-414-700;1121-110-414-700
371644;1121-110-414-700;3;11-1-41-7;5;1121-110-414-700;1121-110-414-700;1121-110-414-700
371645;1121-4a0-414-700;29;11-4-41-7;28;1121-4a0-414-700;1121-4a0-414-700;1121-4a0-414-700
371646;1121-4a0-414-700;29;11-4-41-7;28;1121-4a0-414-700;1121-4a0-414-700;1121-4a0-414-700
371662;1121-240-422-700;24;11-2-42-7;46;1121-240-422-700;1121-240-422-700;1121-240-422-700
371663;1121-240-422-700;24;11-2-42-7;46;1121-240-422-700;1121-240-422-700;1121-240-422-700
371665;1121-240-422-700;24;11-2-42-7;46;1121-240-422-700;1121-240-422-700;1121-240-422-700
371666;1121-240-422-700;24;11-2-42-7;46;1121-240-422-700;1121-240-422-700;1121-240-422-700
371667;1121-240-422-700;24;11-2-42-7;46;1121-240-422-700;1121-240-422-700;1121-240-422-700
371668;1121-240-422-700;24;11-2-42-7;46;1121-240-422-700;1121-240-422-700;1121-240-422-700
371669;1121-240-422-700;24;11-2-42-7;46;1121-240-422-700;1121-240-422-700;1121-240-422-700
371670;1121-240-422-700;24;11-2-42-7;46;1121-240-422-700;1121-240-422-700;1121-240-422-700
371671;1121-120-421-700;25;11-1-42-7;50;1121-120-421-700;1121-120-421-700;1121-120-421-700
371672;1121-120-421-700;25;11-1-42-7;50;1121-120-421-700;1121-120-421-700;1121-120-421-700
371673;1121-120-421-700;25;11-1-42-7;50;1121-120-421-700;1121-120-421-700;1121-120-421-700
371674;1121-120-421-700;25;11-1-42-7;50;1121-120-421-700;1121-120-421-700;1121-120-421-700
371675;1121-120-421-700;25;11-1-42-7;50;1121-120-421-700;1121-120-421-700;1121-120-421-700
371676;1121-120-422-700;25;11-1-42-7;39;1121-120-422-700;1121-120-422-700;1121-120-422-700
371677;1121-120-434-700;35;11-1-43-7;84;1121-120-434-700;1121-120-434-700;1121-120-434-700
371678;1121-120-422-700;25;11-1-42-7;39;1121-120-422-700;1121-120-422-700;1121-120-422-700
371679;1121-120-422-700;25;11-1-42-7;39;1121-120-422-700;1121-120-422-700;1121-120-422-700
371680;1121-120-422-700;25;11-1-42-7;39;1121-120-422-700;1121-120-422-700;1121-120-422-700
371681;1121-120-422-700;25;11-1-42-7;39;1121-120-422-700;1121-120-422-700;1121-120-422-700
371682;1121-120-422-700;25;11-1-42-7;39;1121-120-422-700;1121-120-422-700;1121-120-422-700
371683;1121-120-422-700;25;11-1-42-7;39;1121-120-422-700;1121-120-422-700;1121-120-422-700
371684;1121-120-422-700;25;11-1-42-7;39;1121-120-422-700;1121-120-422-700;1121-120-422-700
371686;1121-120-421-700;25;11-1-42-7;50;1121-120-421-700;1121-120-421-700;1121-120-421-700
371687;1121-120-433-700;35;11-1-43-7;69;1121-120-433-700;1121-120-433-700;1121-120-433-700
371688;1121-120-434-700;35;11-1-43-7;84;1121-120-434-700;1121-120-434-700;1121-120-434-700
371689;1121-120-437-700;35;11-1-43-7;100;1121-120-437-700;1121-120-437-700;1121-120-437-700
371690;1121-120-441-700;27;11-1-44-7;44;1121-120-441-700;1121-120-441-700;1121-120-441-700
371691;1121-240-441-700;28;11-2-44-7;41;1121-240-441-700;1121-240-441-700;1121-240-441-700
371692;1121-240-441-700;28;11-2-44-7;41;1121-240-441-700;1121-240-441-700;1121-240-441-700
371693;1121-240-441-700;28;11-2-44-7;41;1121-240-441-700;1121-240-441-700;1121-240-441-700
371694;1121-240-441-700;28;11-2-44-7;41;1121-240-441-700;1121-240-441-700;1121-240-441-700
371695;1121-240-441-700;28;11-2-44-7;41;1121-240-441-700;1121-240-441-700;1121-240-441-700
371696;1121-240-441-700;28;11-2-44-7;41;1121-240-441-700;1121-240-441-700;1121-240-441-700
371697;1121-120-442-700;27;11-1-44-7;49;1121-120-442-700;1121-120-442-700;1121-120-442-700
371698;1121-120-442-700;27;11-1-44-7;49;1121-120-442-700;1121-120-442-700;1121-120-442-700
371699;1121-120-442-700;27;11-1-44-7;49;1121-120-442-700;1121-120-442-700;1121-120-442-700
371700;1121-240-442-700;28;11-2-44-7;53;1121-240-442-700;1121-240-442-700;1121-240-442-700
371701;1121-240-442-700;28;11-2-44-7;53;1121-240-442-700;1121-240-442-700;1121-240-442-700
371702;1121-240-442-700;28;11-2-44-7;53;1121-240-442-700;1121-240-442-700;1121-240-442-700
371703;1121-240-442-700;28;11-2-44-7;53;1121-240-442-700;1121-240-442-700;1121-240-442-700
371704;1121-240-442-700;28;11-2-44-7;53;1121-240-442-700;1121-240-442-700;1121-240-442-700
371705;1121-240-442-700;28;11-2-44-7;53;1121-240-442-700;1121-240-442-700;1121-240-442-700
371706;1121-120-462-700;15;11-1-46-7;37;1121-120-462-700;1121-120-462-700;1121-120-462-700
371707;1121-120-462-700;15;11-1-46-7;37;1121-120-462-700;1121-120-462-700;1121-120-462-700
371708;1121-120-462-700;15;11-1-46-7;37;1121-120-462-700;1121-120-462-700;1121-120-462-700
371709;1121-120-462-700;15;11-1-46-7;37;1121-120-462-700;1121-120-462-700;1121-120-462-700
371710;1121-120-462-700;15;11-1-46-7;37;1121-120-462-700;1121-120-462-700;1121-120-462-700
371711;1121-120-462-700;15;11-1-46-7;37;1121-120-462-700;1121-120-462-700;1121-120-462-700
371712;1121-120-462-700;15;11-1-46-7;37;1121-120-462-700;1121-120-462-700;1121-120-462-700
371714;1121-120-462-700;15;11-1-46-7;37;1121-120-462-700;1121-120-462-700;1121-120-462-700
371715;1121-230-462-700;32;11-2-46-7;70;1121-230-462-700;1121-230-462-700;1121-230-462-700
371716;1121-230-462-700;32;11-2-46-7;70;1121-230-462-700;1121-230-462-700;1121-230-462-700
371717;1121-230-462-700;32;11-2-46-7;70;1121-230-462-700;1121-230-462-700;1121-230-462-700
371718;1121-230-462-700;32;11-2-46-7;70;1121-230-462-700;1121-230-462-700;1121-230-462-700
371719;1121-230-462-700;32;11-2-46-7;70;1121-230-462-700;1121-230-462-700;1121-230-462-700
371720;1121-120-463-700;15;11-1-46-7;29;1121-120-463-700;1121-120-463-700;1121-120-463-700
371721;1121-120-463-700;15;11-1-46-7;29;1121-120-463-700;1121-120-463-700;1121-120-463-700
371722;1121-120-463-700;15;11-1-46-7;29;1121-120-463-700;1121-120-463-700;1121-120-463-700
371723;1121-120-463-700;15;11-1-46-7;29;1121-120-463-700;1121-120-463-700;1121-120-463-700
371724;1121-120-463-700;15;11-1-46-7;29;1121-120-463-700;1121-120-463-700;1121-120-463-700
371725;1121-120-463-700;15;11-1-46-7;29;1121-120-463-700;1121-120-463-700;1121-120-463-700
371726;1121-120-463-700;15;11-1-46-7;29;1121-120-463-700;1121-120-463-700;1121-120-463-700
371727;1121-120-463-700;15;11-1-46-7;29;1121-120-463-700;1121-120-463-700;1121-120-463-700
371728;1121-230-463-700;32;11-2-46-7;45;1121-230-463-700;1121-230-463-700;1121-230-463-700
371729;1121-230-463-700;32;11-2-46-7;45;1121-230-463-700;1121-230-463-700;1121-230-463-700
371731;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371732;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371733;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371734;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371735;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371736;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371737;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371738;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371739;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371740;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371741;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371742;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371743;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371744;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371745;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371746;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371747;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371748;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371749;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371750;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371751;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371752;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371753;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371754;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371755;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371756;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371757;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371758;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371759;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371760;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371761;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371762;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371763;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371764;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371765;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371766;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371767;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371768;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371769;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371770;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371771;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371772;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371773;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371774;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371775;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371776;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371777;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371778;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371779;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371780;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371781;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371782;112d-121-500-000;1;11-1-50-0;25;112d-121-500-000;112d-121-500-000;112d-121-500-000
371783;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371784;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371785;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371786;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371787;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371788;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371789;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371790;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371791;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371792;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371793;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371794;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371795;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371796;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371797;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371798;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371799;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371800;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371801;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371802;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371803;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371804;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371805;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371806;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371807;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371808;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371809;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371810;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371811;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371812;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371813;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371814;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371815;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371816;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371817;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371818;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371819;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371820;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371821;1123-110-500-000;1;11-1-50-0;2;1123-110-500-000;1123-110-500-000;1123-110-500-000
371822;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371823;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371824;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371825;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371826;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371827;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371828;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371829;112d-121-500-000;1;11-1-50-0;25;112d-121-500-000;112d-121-500-000;112d-121-500-000
371830;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371831;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371832;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371833;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371834;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371835;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371836;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371837;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371838;112d-121-500-000;1;11-1-50-0;25;112d-121-500-000;112d-121-500-000;112d-121-500-000
371839;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371840;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371841;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371842;112d-121-500-000;1;11-1-50-0;25;112d-121-500-000;112d-121-500-000;112d-121-500-000
371843;112d-121-500-000;1;11-1-50-0;25;112d-121-500-000;112d-121-500-000;112d-121-500-000
371844;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371845;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
371846;1123-127-500-000;1;11-1-50-0;1;1123-127-500-000;1123-127-500-000;1123-127-500-000
